@relation train

@attribute SeriousDlqin2yrs {NO,YES}
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute DebtRatio numeric
@attribute MonthlyIncome numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberOfDependents numeric

@data
NO,0.11664,68,0,0.180024,1671,7,0,1,0,0
YES,0.825587,45,4,0.089335,2193,6,1,0,0,2
NO,0.35893,30,0,0.650366,3005,6,0,1,0,0
NO,0.400575,32,0,0.305551,6250,3,0,1,0,3
NO,0.95131,67,1,11600,?,9,0,2,1,0
NO,0.168816,46,0,0.369792,6600,8,0,2,0,2
NO,0.048273,39,0,0.035986,2500,9,0,0,0,0
NO,0.816035,43,1,0.614615,4898,19,0,1,0,0
YES,1,58,0,0.617514,1552,6,0,1,0,0
NO,0.803941,42,0,0.22624,6996,10,0,0,0,1
NO,0.009778,67,0,424,?,4,0,1,0,1
NO,0.030533,44,0,0.384959,9400,11,0,2,0,1
NO,0.971378,27,1,0.128414,6003,9,0,0,1,0
NO,0.056373,50,1,0.096995,5556,6,1,1,1,2
NO,0.020084,73,0,0.006747,2667,3,0,0,0,0
NO,0.254179,36,0,0.41051,4452,5,0,1,0,2
NO,0.105622,45,0,0.614396,3500,13,0,1,0,1
NO,0.096078,65,0,3013,?,14,0,2,0,?
NO,0.90145,32,0,0.312325,3220,3,0,0,0,3
NO,0.948469,61,0,2041,?,4,0,1,0,0
NO,0.029589,64,0,0.014049,3914,4,0,0,0,0
NO,0.064731,67,0,2016,?,9,0,1,0,?
NO,0.0905,67,0,907,?,8,0,1,0,0
NO,0.081049,64,0,0.897701,3000,17,0,2,0,0
YES,1.064387,51,2,0.693642,2940,6,0,1,1,1
YES,0.540378,54,0,0.527795,1600,9,0,0,0,1
YES,0.434745,49,1,1.107112,4583,36,0,2,0,0
NO,0.041281,57,0,0.35567,14400,13,0,2,0,3
NO,0.608146,61,3,0.154684,17900,17,0,1,0,1
NO,0.040294,48,0,0.265576,11250,5,0,1,0,0
NO,0.543143,37,0,0.364545,11800,11,0,1,0,1
NO,0.141571,56,0,0.129477,7900,8,0,1,0,1
NO,1,42,0,0.463775,4264,3,0,1,0,1
NO,0.273261,56,1,1373,?,9,0,1,0,?
NO,0.116641,67,0,0.292228,7500,7,0,2,0,0
NO,0.569167,29,0,0.453109,5000,12,0,1,0,0
NO,0.963396,53,0,0.517883,13000,5,0,2,0,2
NO,1,29,0,0.231547,2966,4,0,0,0,0
NO,0.807309,36,8,1.101147,2352,14,1,1,1,1
NO,0,36,0,0.31848,3500,5,0,1,0,3
NO,0.724283,50,0,0.30073,3833,5,0,0,0,0
NO,0.072866,64,0,0.009473,9500,2,0,0,0,3
NO,0.093152,67,0,0.140579,8400,13,0,1,0,0
NO,0.392405,48,0,1538,?,6,0,1,0,0
NO,0.340323,43,0,0.463789,4100,8,0,1,0,0
NO,0.007176,44,0,1910,?,8,0,2,0,2
NO,0.149517,49,0,0.247725,5384,13,0,0,0,0
YES,0.87525,56,2,3366,?,6,3,1,3,6
NO,0.004956,49,0,0.002059,3398,7,0,0,0,1
NO,0.296113,57,0,0.445092,6000,10,0,2,0,0
NO,0,55,0,4391,?,9,0,1,0,0
NO,0.417619,55,3,0.022891,53600,8,0,1,1,0
NO,0.042813,58,0,0.251053,4512,5,0,2,0,0
NO,0.038641,22,0,0.001996,500,3,0,0,0,0
NO,0.03,61,0,1291,?,14,0,0,0,?
YES,0,53,2,0.377145,6816,9,0,1,3,2
NO,0.360632,57,0,0.258576,20666,13,0,2,0,1
NO,0.227627,55,0,0.382929,8575,10,0,3,0,1
NO,0.853937,32,0,0.140346,3583,7,0,0,0,0
YES,0.885052,70,0,0.836776,3436,17,0,1,0,0
NO,0.090155,48,0,0.166472,6000,10,0,1,0,0
NO,0.005928,43,0,0.00333,900,2,0,0,0,0
NO,0.983451,42,0,0.770224,5500,5,0,1,0,2
NO,0,37,0,0.219973,8200,17,0,2,0,1
YES,0.497543,40,0,0.198534,1500,4,2,0,0,0
NO,0.339424,51,0,0.368494,2900,3,0,1,0,1
NO,0.01327,81,0,0.058316,7527,7,0,0,0,0
NO,0.018529,74,0,1.244796,1200,15,0,1,0,0
NO,0.892291,55,0,282,?,18,0,0,0,?
NO,0,86,0,26,?,6,0,0,0,0
NO,0.773597,40,0,0.393829,4115,10,0,0,0,1
YES,1,38,0,299,?,1,1,0,0,?
NO,1,47,1,0.29071,2830,5,0,0,0,0
NO,0.133762,69,0,0.257785,10500,5,0,1,0,0
NO,0.024341,66,0,0.381281,6666,12,0,2,0,0
NO,0.041352,45,0,77,?,7,0,0,0,0
NO,0.103257,47,0,0.215184,11682,10,0,1,0,4
NO,0.389877,39,1,0.104368,5700,5,0,0,0,4
NO,0.171391,49,0,0.495835,3000,24,0,1,0,0
NO,0.105816,61,0,1940,?,12,0,1,0,0
NO,0.086115,61,0,0.314519,17486,9,0,3,0,0
NO,0.189452,63,0,0.322299,1600,10,0,0,0,0
NO,1,60,0,0.202387,6200,3,0,0,0,1
NO,0.02246,75,0,23,?,5,0,1,0,0
YES,1,32,0,0,2100,0,0,0,0,4
NO,0.135997,47,1,0.202138,11318,19,0,1,0,4
NO,1,50,0,2262,?,4,0,2,0,0
NO,0.106987,56,0,25,?,5,0,0,0,0
NO,0.012067,82,0,0.008998,4000,10,0,0,0,0
NO,0.138076,49,1,0.763525,5082,18,0,2,0,2
NO,0.013716,84,1,0.002666,9000,5,0,0,0,0
NO,0.051208,72,0,1314,?,4,0,1,0,0
NO,0.021287,59,0,0.026835,3800,11,0,0,0,2
NO,0.776149,46,0,0.416633,2500,7,0,0,0,2
NO,0.776414,44,0,0.481476,6666,7,0,1,0,0
NO,0.015272,57,0,0.115562,10833,9,0,2,0,3
NO,0.063523,81,1,0.220497,7083,9,0,1,0,0
YES,0.599607,50,1,0.044477,6789,4,0,0,0,2
NO,0,49,0,0.23031,5700,9,0,1,0,0
NO,0.175748,81,0,108,?,3,0,0,0,0
NO,0.805574,56,0,0.3992,13000,19,0,1,0,4
NO,0.063231,53,0,0.255551,6800,7,0,1,0,1
NO,0.192116,57,0,4460,?,10,0,2,0,0
NO,0.400829,48,1,1.080609,3150,10,0,3,0,1
NO,0.04876,66,0,0.164779,7591,14,0,2,0,0
NO,0.067464,40,0,0.200295,4737,2,0,1,0,2
NO,0.197058,53,0,0.612246,13750,10,0,1,0,1
NO,0.001419,58,0,0.000256,3900,11,0,0,0,0
NO,0.038061,58,1,271,?,19,0,0,0,0
NO,0.682171,38,0,0.437899,8300,10,0,2,0,3
NO,0,40,0,0.302406,6940,7,0,1,0,0
NO,0,61,0,0.288134,9033,8,0,2,0,0
NO,0.74026,65,2,0.749688,1601,7,0,1,1,0
NO,0.766244,62,0,2.474222,1958,11,0,2,0,0
NO,0.148119,36,0,0.342132,5000,8,0,1,0,1
NO,0.727875,43,0,0.630543,3810,7,0,1,0,2
NO,1,26,0,0.150218,3900,1,0,0,0,0
NO,0.3534,61,1,0.461308,5000,10,0,0,0,2
NO,0.051351,79,0,0.396234,7222,5,0,2,0,1
NO,0.661508,45,2,0.730763,6250,9,0,2,0,3
NO,0.301227,67,0,0.121678,4100,4,0,0,0,0
NO,0.868452,72,0,0.324429,3368,11,0,0,0,0
NO,0.853599,85,0,0.583854,4000,12,0,2,0,0
NO,0.009792,82,0,0.004893,4700,11,0,0,0,0
NO,0.311507,45,0,0.573344,2460,5,0,1,0,4
NO,0.235314,44,0,8053,?,13,0,2,0,0
NO,0.896887,31,0,0.416164,4478,7,0,1,0,2
NO,0.897612,39,0,0.256523,2950,9,0,0,0,0
NO,0.006934,41,0,0.927962,3400,10,0,3,0,2
NO,0.837751,66,0,2057,?,6,0,0,0,1
NO,0,50,0,0,5250,4,0,0,0,1
NO,0.170366,51,0,0.43329,17590,13,0,5,0,0
NO,1,46,0,0.288876,3343,6,1,1,0,2
NO,0.080044,62,0,0.010707,11300,8,0,0,0,1
NO,0.196153,46,0,6641,?,16,0,4,0,0
NO,0.747554,40,0,0.323756,38633,11,0,5,0,4
NO,0.409773,57,0,3715,?,9,0,2,0,3
NO,0.782873,32,2,0.343262,4800,14,0,0,0,1
NO,0.749909,63,0,0.331106,11222,15,0,1,0,1
NO,1,90,0,303,?,0,0,0,0,0
NO,0.183747,35,0,0.054736,2100,6,0,0,0,0
NO,0.110854,52,0,0.061992,8000,4,0,0,0,1
NO,0.026143,46,3,0.470395,6400,8,0,2,0,3
NO,0.101827,69,0,58,?,3,0,0,0,0
NO,0.88736,51,1,0.718384,7250,15,0,1,0,0
NO,0.017586,79,0,0.254641,9750,14,0,1,0,1
NO,0.015203,58,0,0.116471,7151,7,0,1,0,0
NO,0.321377,84,2,0.183614,4100,18,0,0,0,0
NO,0.477503,27,0,0.373051,2500,6,0,0,0,0
NO,0.00689,44,0,0.276682,8366,11,0,1,0,3
NO,0.137699,41,0,1350,?,8,0,1,0,0
NO,0.832365,62,0,2827,?,11,1,1,0,0
NO,0.48129,38,2,0.755676,4800,9,0,1,0,2
NO,0.174063,69,0,2075,?,12,0,2,0,0
NO,0.48094,71,0,0.015644,7350,1,0,0,0,0
NO,0.037106,64,0,0.298969,11833,15,0,2,0,1
NO,0.156987,88,0,0.009669,7342,9,0,0,0,0
NO,0.103345,58,0,62,?,2,0,0,0,0
NO,0.025272,65,0,2744,?,8,0,1,0,0
NO,0.295915,36,0,0.348061,4435,5,0,1,0,0
NO,0.826699,39,0,0.716924,4330,12,0,1,0,1
NO,0.079323,58,0,4131,?,4,0,2,0,0
NO,0.038368,29,0,0.202724,5800,7,0,2,0,0
NO,0.000312,49,0,0.297872,5263,5,0,1,0,1
NO,0.841962,43,2,0.811581,3401,12,0,1,1,5
NO,0.312308,40,0,0.452022,6700,23,0,1,0,0
NO,0.042245,67,0,0.186219,4440,9,0,1,0,0
NO,0.335446,40,0,0.34468,4200,6,0,2,1,0
NO,0.017775,54,0,0.237401,15100,14,0,2,0,0
NO,0.834048,38,0,0.393662,13000,13,0,2,0,2
NO,0.047324,63,0,0.008605,6739,4,0,0,0,1
NO,1,95,0,447,?,3,0,1,0,?
NO,0.033451,63,0,942,?,4,0,1,0,0
NO,0.895142,38,0,0.493634,5497,8,0,1,0,2
NO,0.114788,68,0,0.527392,5475,8,0,1,0,0
YES,0.886653,57,0,1.437097,12550,10,0,5,0,0
NO,0.108776,37,0,0.196578,9700,3,0,1,0,0
NO,0,64,0,698,?,8,0,1,0,0
NO,0.067565,68,0,46,?,5,0,0,0,0
NO,0.250174,40,0,0.644631,3100,12,0,0,0,4
YES,0.944017,32,0,0.650234,4482,12,0,1,0,2
NO,0.043898,75,0,0.006748,4000,3,0,0,0,0
NO,0.217561,65,0,2.129406,12000,9,0,1,0,1
NO,0.057814,70,0,86,0,10,0,0,0,0
NO,0.38024,66,0,4014,?,17,0,1,0,0
NO,0.001023,65,0,0.073321,6000,10,0,0,0,0
NO,0.026759,73,0,0.583677,1212,8,0,2,0,0
NO,0.488521,57,0,0.400498,6833,17,0,2,0,1
NO,0.322979,51,0,0.199075,6700,3,0,1,0,3
NO,0.280848,51,0,0.729588,4200,10,0,1,0,2
NO,0,27,0,1037,?,3,0,0,0,?
NO,0.529074,54,0,0.425669,9450,10,0,2,0,1
NO,0.162722,55,0,0.545165,6918,14,0,2,0,0
YES,0.070672,46,1,0.278293,6043,5,0,2,1,0
NO,0.545853,40,0,1189,0,8,0,1,0,2
NO,0.416026,59,0,0.802449,6124,18,0,4,0,0
NO,0.792046,45,0,0.443922,11920,15,0,2,0,2
NO,0.049832,59,0,1.17513,2500,7,0,1,0,0
NO,0.061704,64,0,0.033992,4000,7,0,0,0,2
YES,0.034524,57,2,0.108789,10000,8,0,0,0,0
NO,0.225923,29,0,0.451849,3000,9,0,0,0,0
NO,0.120715,49,0,0.187866,2900,4,0,0,0,0
NO,0.119804,38,0,0.126455,8334,3,0,1,0,5
NO,0.121736,48,0,0.331179,10830,6,0,2,0,3
NO,0,40,0,0.214654,10467,5,0,0,0,5
NO,0.597596,59,0,0.548615,8083,11,0,2,0,0
NO,0.420764,31,0,0.373413,3700,11,0,1,0,1
NO,0.291043,41,0,0.298672,6250,6,0,2,0,0
NO,0.05048,47,0,0.380298,9460,11,0,1,0,3
NO,0.073721,76,0,0.202266,3000,12,0,1,0,0
NO,0.348591,44,1,0.454446,5498,9,0,2,0,1
YES,0.839088,45,0,0.868666,4400,20,0,2,0,1
YES,0.276827,48,1,0.572063,9900,14,1,4,0,2
NO,0.020249,46,0,2911,?,2,0,1,0,0
NO,1,43,0,3483,?,1,0,1,0,1
NO,0.03033,54,0,0.557838,5160,10,0,2,0,0
NO,0.044063,49,0,1609,?,6,0,1,0,0
NO,0.052174,48,1,0.479117,13000,8,0,1,0,2
NO,0.001859,52,0,0.509658,7920,19,0,4,0,2
NO,0.14339,65,0,2514,?,7,0,3,0,?
NO,0.002857,74,0,1,?,3,0,0,0,?
NO,0.381784,68,2,0.661394,4804,11,0,2,0,0
NO,0.230126,50,0,0.634287,3458,7,0,2,0,0
NO,0,26,0,0.032742,4000,4,0,0,0,0
NO,0.013284,59,0,0.26043,12966,11,0,3,0,0
NO,0.012085,52,0,1553,?,5,0,1,0,0
NO,0.035762,77,0,0.484848,1154,8,0,0,0,0
NO,0.60412,61,1,0.331976,7858,7,0,1,0,0
NO,0,46,0,0.248488,21666,4,0,2,0,4
NO,0.324751,41,0,0.470106,5000,9,0,2,0,1
NO,0.375046,42,2,0.428961,6967,12,0,1,0,2
NO,0.035319,66,0,0.118724,3166,10,0,0,0,0
NO,0.241109,58,0,0.365245,8700,21,0,2,0,1
NO,0.019277,61,0,566,?,6,0,0,0,0
NO,0.05226,54,0,374,?,5,0,0,0,1
NO,1,71,1,0.201776,4053,1,0,1,0,0
NO,0.221987,43,0,0.637245,6083,13,0,1,0,3
NO,0.032968,84,0,16,0,2,0,0,0,0
NO,0.754639,41,0,0.17747,6000,8,0,0,0,0
NO,0.865441,50,0,0.502172,12200,11,0,2,0,3
NO,0.235225,37,0,0.335037,4500,5,0,1,0,1
NO,0.042569,45,0,0.2411,6179,4,0,2,0,1
NO,0.014689,37,0,2417,?,7,0,1,0,0
NO,0.071205,42,0,0.101949,4001,6,0,0,0,0
NO,0.595469,47,0,3395,?,8,0,1,0,3
NO,0.039595,80,0,58,?,8,0,0,0,0
NO,0.048844,73,0,0.025237,4001,5,0,1,0,0
NO,0.015462,52,1,0.226977,10000,20,0,1,0,2
NO,0,60,0,0,6000,2,0,0,0,1
NO,0.647714,63,0,0.190272,5817,3,0,1,0,0
NO,0.110094,73,0,1852,?,16,0,0,0,0
NO,0.456797,70,0,2947,0,10,0,1,0,0
NO,1.312292,41,2,291,?,3,1,0,0,0
NO,0.072487,52,0,4249,?,7,0,1,0,4
NO,0.685086,45,0,5.543689,720,6,0,2,0,3
NO,0.130587,75,0,121,?,5,0,0,0,0
NO,0.089948,67,0,0.140067,4454,4,0,0,0,1
NO,0.015257,47,0,0.011326,1500,5,0,0,1,0
NO,0.015382,46,0,0.005609,3208,6,0,0,0,0
NO,1,28,0,0.154923,2000,1,0,0,0,0
NO,0.118264,47,0,0.318451,8600,18,0,1,0,0
NO,0.085943,59,0,0.510359,7770,13,0,4,0,2
NO,0.00612,80,0,0.00093,4300,4,0,0,0,0
YES,1.132116,43,0,0.031643,8500,5,0,0,0,2
NO,0.015767,47,0,0.258989,5200,7,0,0,0,1
NO,0.563884,57,0,0.109489,10000,6,0,0,0,2
NO,0.021142,93,0,0.413542,4666,8,0,2,0,0
NO,1,54,2,0.172915,4400,4,0,1,0,0
NO,1,55,1,0.168667,10333,5,0,1,0,2
NO,0.523833,65,0,0.598025,10430,16,0,2,0,1
NO,0.766028,31,1,0.20309,2200,8,0,0,0,0
NO,0.082153,26,0,0.650426,820,5,0,0,0,0
NO,0.370779,51,0,0.359411,5700,9,0,1,0,0
NO,0.002968,56,0,0.000153,13083,4,0,0,0,0
NO,0.612088,40,1,1.091498,8032,23,0,5,0,2
NO,0.00105,75,0,0,6000,3,0,0,0,0
NO,0.038229,73,0,0.285029,2083,13,0,1,0,0
NO,0,63,0,551,?,4,0,0,0,0
NO,0.265664,51,0,0.548577,7832,12,0,2,0,0
NO,0.032262,85,0,0.004476,10500,10,0,0,0,0
NO,0.218334,76,0,940,?,16,0,0,0,0
NO,0.024204,53,0,0.111634,10417,10,0,1,0,2
NO,0.078384,44,0,1664,0,9,0,1,0,2
NO,0.022828,47,0,0.318619,7067,16,0,2,0,1
NO,0.690658,45,0,0.327506,6863,10,0,1,0,1
NO,0.048741,30,0,0.428104,5500,8,0,1,0,2
NO,0.791252,30,0,0.273788,6000,11,0,0,1,0
NO,0.493014,54,0,0.516291,6966,11,0,1,0,1
NO,0.043802,59,0,0.315095,7876,7,0,1,0,2
NO,0.309538,46,0,0.115954,2500,2,0,0,0,0
NO,0.715908,54,0,0.323489,30000,18,0,2,0,1
NO,0.005115,50,0,0.119226,4545,13,0,1,0,0
YES,0.325619,53,0,0.109129,4764,11,0,0,0,0
NO,0.107645,67,0,0.007476,8560,1,0,0,0,1
NO,0.01381,55,0,0.359343,18800,11,0,3,0,2
NO,0.007133,73,0,59,?,5,0,0,0,?
NO,0.28213,47,2,0.077085,3333,3,0,0,0,1
NO,0.239629,38,0,0.329098,5666,11,0,1,0,0
NO,0.138638,59,0,0.567961,8857,18,0,1,0,0
NO,0.36182,56,0,2285,?,10,0,1,0,2
NO,0.286248,58,0,0.41351,9000,12,0,4,0,0
NO,0.125147,66,0,410,?,5,0,0,0,0
NO,0.313481,53,0,0.47654,2450,13,0,1,0,1
NO,0,55,0,0.288583,4431,7,0,1,0,0
YES,0.808327,45,1,1.221069,2600,13,0,2,0,3
NO,0.102563,42,0,0.227216,10500,11,0,1,0,0
NO,0.174312,64,0,0.580456,7500,13,0,1,0,0
NO,0.292159,78,0,605,?,5,0,0,0,0
NO,0.01199,82,0,0.003749,4000,5,0,0,0,0
NO,1,21,0,0.176044,550,1,0,0,0,0
NO,0.592331,35,0,0.569715,3750,7,0,0,0,3
NO,0.037275,55,0,1459,?,13,0,1,0,2
NO,0.122837,52,0,0.595781,4123,9,0,1,0,0
NO,0.145656,51,0,0.417848,3596,18,0,1,0,2
NO,1,64,0,0.167556,3371,5,0,0,0,2
YES,0.083743,39,0,0.353372,8333,16,0,1,0,1
NO,0.318547,61,0,3653,?,17,0,2,0,3
NO,0.006925,32,0,0.088306,9500,6,0,1,0,0
NO,0.253612,54,0,0.29527,10000,4,0,2,0,3
NO,1,28,0,379,0,1,1,0,0,0
NO,0.028733,54,0,0.125219,1141,6,0,0,0,2
YES,1,47,1,620,?,1,1,1,0,0
NO,0,57,0,0.209424,2100,3,0,1,0,0
NO,0.040579,63,0,1.761338,1344,12,0,2,0,0
NO,0.224253,48,5,0.466622,7384,11,0,2,0,1
NO,0.114658,62,0,0.128649,13804,8,0,2,0,0
NO,0.119607,62,0,0.210503,11500,11,0,2,0,0
NO,0.383841,59,0,1343,?,7,0,0,0,0
YES,1,44,0,5358,?,7,0,2,0,1
NO,0.073517,47,0,35,?,3,0,0,0,0
NO,0.592469,62,0,0.737052,9518,15,0,2,0,1
NO,0.006613,92,0,3,?,2,0,0,0,0
NO,0.831562,30,0,0.999121,4550,16,0,1,0,2
NO,0.799322,56,0,0.360594,7140,13,0,1,0,2
NO,0.755366,40,0,0.960548,4232,13,0,2,0,2
YES,0.504876,40,2,0.236602,4813,13,0,1,0,1
NO,0.755088,33,0,0.576259,4051,5,0,1,0,0
NO,0.244272,55,0,0.067802,6400,8,0,0,0,0
NO,0.0045,67,0,1.217111,11150,9,0,3,0,0
NO,1,26,0,0.084204,4500,1,0,0,0,0
NO,1,73,0,0,?,4,0,0,0,?
NO,0.175292,56,1,0.299084,4583,13,0,1,0,0
NO,0.087246,35,0,0.409472,21600,7,0,4,0,2
NO,0.000761,86,0,0.00025,4000,5,0,0,0,0
NO,0.268887,54,0,160,?,2,0,0,0,0
NO,1,84,0,0,?,1,0,0,0,0
NO,0.672443,85,2,0.020381,5347,7,1,0,1,0
NO,0.040555,66,0,0.316571,8013,12,0,3,0,0
NO,0.326304,55,0,2864,?,10,0,1,0,2
NO,0.270429,62,0,0.477691,9300,14,0,3,0,1
NO,0.202637,61,0,1.162952,1300,9,0,1,0,0
NO,0,50,1,0.51729,5667,14,0,1,0,1
YES,1.189055,28,0,0.075306,4660,2,2,0,0,2
NO,0.1374,39,0,0.248456,17000,8,0,2,0,2
NO,0.073947,69,0,0.174287,4417,8,0,0,0,0
NO,0.300675,27,0,0.100807,4582,7,0,0,0,0
NO,0.180075,61,0,1925,?,4,0,1,0,0
NO,0.141761,38,0,1.086223,3200,6,0,1,0,1
NO,1,61,0,0.138536,2677,1,5,0,0,0
NO,0.046259,64,0,0.002,5000,6,0,0,1,0
NO,0.289378,36,0,0.35994,6000,19,0,0,0,3
NO,0.347753,33,1,0.081384,5000,7,0,0,1,0
NO,0.003158,70,0,0.001237,6466,3,0,0,0,0
NO,0.156048,41,0,0.168359,5416,5,0,1,0,0
NO,0.194143,54,0,0.453627,5045,12,0,2,0,0
NO,0.395219,53,0,0.336858,5200,4,0,1,0,1
NO,0.033355,42,0,0.966758,4000,6,0,2,0,1
NO,0.19366,39,0,0.09693,8500,6,0,0,0,0
NO,0.607323,77,2,0.789803,4000,10,0,1,0,0
NO,0,45,0,0,5882,4,0,0,0,6
NO,0.232053,54,0,0.913397,6142,14,0,4,0,0
NO,0.386521,40,0,0.181386,11990,14,0,2,0,3
NO,0,57,0,0.413708,9351,12,0,2,0,1
NO,0.069988,51,0,0.389245,9985,17,0,4,0,0
YES,0.879282,42,2,0.094055,5634,3,2,0,0,2
NO,0.005775,80,0,6,?,1,0,0,0,0
NO,0.046656,61,0,0.626996,6200,18,0,3,0,0
NO,0.030552,67,1,0.428606,12500,13,0,1,0,1
NO,0.441686,51,0,0.086241,8568,10,0,0,0,2
NO,0.30516,38,0,0.363044,5833,12,0,2,0,2
NO,0.002582,46,0,0.152448,7700,7,0,1,0,0
NO,0.044998,50,0,0.334481,6391,6,0,1,0,1
YES,1,24,0,0.023322,2100,1,1,0,0,0
NO,0.073245,37,0,0.501428,7350,9,0,3,0,0
NO,1,37,0,1484,?,8,0,1,0,2
NO,0.473509,56,0,0.458348,5833,8,0,3,0,0
NO,0.279232,52,0,1599,?,11,0,1,0,1
NO,0.005698,40,0,0.173815,19583,11,0,3,0,1
NO,0.110393,40,0,1032,?,6,0,1,0,0
NO,0.346255,46,0,0.582536,17143,14,0,5,0,3
NO,0,44,2,3037,?,17,1,3,0,0
NO,0,46,0,0.662551,1700,5,0,1,0,2
NO,1,32,0,0.030845,8331,1,0,0,0,0
NO,1.009663,32,3,0.337652,6020,9,0,1,1,2
NO,0.081797,77,0,0.528745,6000,4,0,2,0,0
NO,0.019487,57,0,22,?,3,0,0,0,?
NO,0.008423,33,0,0.170415,2000,6,0,0,0,0
NO,0,43,0,0.469915,5500,7,0,2,0,0
NO,0.014562,81,0,0.214783,3300,5,0,1,0,0
NO,0.065035,60,0,0.939347,4500,11,0,2,0,0
NO,0.074925,69,0,0.299188,3572,4,0,1,0,0
NO,0.485907,82,0,0.417064,1675,3,0,0,0,0
NO,0.175319,54,0,0.324541,10500,9,0,2,0,2
NO,1,53,1,0,3878,0,0,0,0,0
NO,0.171233,53,0,135,?,2,0,0,0,?
NO,0.402333,31,1,0.358821,2000,7,0,0,0,0
NO,0.155526,42,0,0.892587,7000,13,0,4,0,3
NO,0.834047,56,2,0.333598,6300,12,0,1,1,2
NO,1,41,0,1.532468,1000,2,0,1,0,2
NO,0.072837,83,0,59,?,1,0,0,0,?
NO,0.392474,29,0,0.171254,4250,7,0,0,0,0
NO,0.386569,39,0,0.33692,9200,17,0,2,0,3
NO,0,46,0,0.273221,4230,4,0,1,0,2
NO,0.802462,78,0,0.957184,5581,19,0,2,0,1
NO,0.275449,44,0,1931,0,7,0,1,0,0
NO,0.055697,64,0,0.364499,3475,6,0,1,0,0
NO,0.044782,27,0,76,0,2,0,0,0,0
NO,0.017352,45,0,0.331223,3000,7,0,0,0,0
NO,0.96844,59,0,7528,?,11,0,2,0,0
NO,0.00522,56,0,0.114067,5750,3,0,1,0,0
NO,0.033205,63,0,0.116571,11700,5,0,1,0,1
NO,0.070616,76,0,44,?,4,0,0,0,?
NO,0.503527,49,0,0.238773,5833,10,0,0,0,1
NO,0.068841,55,1,0.688253,10700,19,1,2,0,0
NO,0.258691,63,0,2431,?,18,0,2,0,1
NO,0.388537,52,0,0.290148,4800,11,0,0,0,2
NO,0.082535,38,0,0.042936,6660,5,0,0,0,0
NO,1,43,0,0.191003,2800,3,0,0,0,2
NO,0,21,0,0,?,1,0,0,0,0
NO,0.191749,30,0,0.015827,2400,3,0,0,0,0
NO,0.063556,53,0,0.415647,8333,6,0,3,0,1
NO,0.093742,41,2,0.718172,3675,10,0,3,0,2
NO,1,79,0,0.799053,1900,2,0,1,0,0
NO,0.987674,34,2,0.2059,3423,6,0,0,0,2
NO,0.113521,34,1,0.005364,8574,5,0,0,0,1
NO,0,77,0,440,?,3,0,0,0,0
NO,1,30,1,0.591284,12000,12,0,4,0,0
NO,0.043578,51,0,40,?,4,0,0,0,?
NO,0.037327,52,0,0.386406,11166,16,0,4,0,1
NO,0.019308,72,0,0.006972,10900,8,0,0,0,0
NO,1.067348,32,0,0.550431,2666,4,2,1,1,1
NO,0.007093,81,0,0.004499,6000,11,0,0,0,1
NO,0.092088,69,0,776,?,7,0,0,0,0
NO,0.303203,31,0,965,?,8,0,0,0,0
NO,0.255796,50,1,0.609153,7800,12,0,2,0,2
NO,0.055285,57,0,0.009281,7110,4,0,0,0,2
NO,0,46,0,0.651576,6250,7,0,3,0,3
NO,0,39,0,0.372797,3800,4,0,1,0,1
NO,0.770161,48,0,3393,?,4,0,1,0,0
NO,0.397434,46,0,0.877602,1200,3,0,1,0,1
NO,0.228107,53,0,284,?,6,0,1,0,1
NO,0.061231,50,0,1171,?,4,0,1,0,0
NO,0.084359,67,0,1017,?,3,0,1,0,0
NO,0,61,0,0.132977,9166,8,0,1,0,0
NO,0.224828,60,0,2058,?,12,0,2,0,0
NO,0.000391,39,0,0,?,4,0,0,0,0
NO,0.20066,63,0,0.069993,10500,12,0,0,0,0
NO,0.073321,38,0,1978,?,2,0,1,0,0
NO,0.488922,43,0,0.859576,2641,10,0,1,0,1
YES,0.462724,50,0,0.234529,15916,8,0,1,0,2
NO,0.931228,46,0,0.080343,5600,2,0,0,0,1
NO,0.879505,43,1,0.628622,7280,12,0,2,0,0
NO,0.005118,31,0,0.045541,7333,5,0,0,0,0
NO,0.619543,75,0,0.587166,5500,10,0,2,0,1
NO,0.017007,77,0,0.002706,8500,8,0,0,0,1
NO,0.55156,53,0,0.561929,12707,10,0,2,0,0
NO,0.108499,50,0,634,?,5,0,1,0,0
NO,0.441167,65,3,5487,?,15,1,2,0,0
YES,0.001579,62,0,0.196721,2500,12,0,0,1,0
NO,0.321671,32,0,0.449902,4580,6,0,1,0,2
NO,0.051687,44,0,0.0022,20000,7,0,0,0,0
NO,1,33,0,2264,?,3,0,1,0,0
NO,1,47,0,8603,?,6,0,2,0,2
NO,0,34,0,871,?,8,0,1,0,0
NO,0,62,0,0.226893,6350,4,0,2,0,0
NO,1,63,0,0.535632,3451,4,0,1,0,0
NO,0,58,0,3067,?,6,0,1,0,?
NO,0.03045,65,0,14,?,3,0,0,0,0
NO,0,80,0,0.009997,3500,2,0,0,0,0
